ExperimentId,inputIndex,PTSD,PTSDImageArousalSubscale,CognitiveControlOverEmotion,Stress,Depression,ExecutiveScore,Neuroticism,BaseImageDominance,BaseImageArousal,BaseImageValence,NightmareDistress,NightmareEffects,NightmareFrequency,DASSAnxiety,FearExtinctionFailureThreshold,BaseFearExtinctionAttemptThreshold,LogNightmareFrequency,ptsdOffset,ptsdIASOffset,ccoeOffset,stressOffset,depressionOffset,executivescoreOffset,neuroticismOffset,dominanceOffset,arousalOffset,valenceOffset,scalingOffset,stopHour
85,84,0.015399999999999999,0.0,0.8104444444444445,0.493,0.10199999999999998,0.20133333333333334,0.25999999999999995,0.0,0.0305,-1.393,0.22,0.0781924846044225,0.123,0.06636335101493056,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
35,34,0.061599999999999995,0.021823529411764707,0.7896666666666667,0.5211666666666667,0.13141176470588234,0.1465,0.25999999999999995,0.535,0.305,-1.393,0.22,0.08004888962413538,0.123,0.08096090792279412,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
111,110,0.030799999999999998,0.0,0.8035185185185185,0.493,0.10199999999999998,0.123,0.3524999999999999,0.0,0.0305,-1.324356,0.22,0.07840351410388144,0.123,0.0679395125112934,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
109,108,0.44659999999999994,0.15276470588235294,0.7204074074074075,0.7183333333333333,0.24905882352941175,0.1935,0.6299999999999999,0.47555555555555556,0.2745,-1.375839,0.22,0.09206664922427628,0.123,0.12102121292749471,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
61,60,0.077,0.021823529411764707,0.6234444444444445,0.493,0.10199999999999998,0.217,0.6299999999999999,0.535,0.305,-1.393,0.22,0.08271590225007888,0.123,0.1050097866985294,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
84,83,0.015399999999999999,0.0,0.8035185185185185,0.5775,0.10199999999999998,0.1935,0.44499999999999995,0.23777777777777778,0.1525,-1.324356,0.22,0.07897010443594274,0.123,0.07917036214735644,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
39,38,0.154,0.0,0.7342592592592594,0.5775,0.13141176470588234,0.24833333333333332,0.3524999999999999,0.535,0.305,-1.393,0.22,0.08140090286576653,0.123,0.08646507593995098,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
59,58,0.10779999999999998,0.06547058823529413,0.8104444444444445,0.5211666666666667,0.10199999999999998,0.123,0.25999999999999995,0.535,0.2745,-1.393,0.22,0.080252188919816,0.123,0.08027606866665646,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
87,86,0.0924,0.043647058823529414,0.5888148148148149,0.493,0.1608235294117647,0.18566666666666665,0.6299999999999999,0.47555555555555556,0.1525,-1.358678,0.22,0.08265077730435451,0.123,0.10368943244669288,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
77,76,0.015399999999999999,0.0,0.8104444444444445,0.5493333333333333,0.13141176470588234,0.2875,0.3524999999999999,0.17833333333333334,0.1525,-1.324356,0.22,0.07877340790200657,0.123,0.07554223716444099,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
73,72,0.015399999999999999,0.0,0.6996296296296297,0.493,0.1608235294117647,0.24833333333333332,0.9075,0.23777777777777778,0.1525,-1.324356,0.22,0.08077226190268842,0.123,0.10463992013333943,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
64,63,0.030799999999999998,0.021823529411764707,0.6857777777777778,0.493,0.10199999999999998,0.22483333333333333,0.5374999999999999,0.2972222222222223,0.122,-1.375839,0.22,0.07953308391304845,0.123,0.08459014155452652,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
104,103,0.0,0.0,0.8173703703703705,0.493,0.10199999999999998,0.123,0.25999999999999995,0.0,0.0305,-1.324356,0.22,0.078088582070408,0.123,0.06637991125962962,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
103,102,0.0462,0.043647058823529414,0.8104444444444445,0.5211666666666667,0.10199999999999998,0.17783333333333334,0.25999999999999995,0.0,0.0305,-1.393,0.22,0.07843189071927788,0.123,0.06719972818913092,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
99,98,0.030799999999999998,0.0,0.8312222222222223,0.493,0.10199999999999998,0.16216666666666668,0.25999999999999995,0.0,0.0305,-1.324356,0.22,0.07829724424525088,0.123,0.06637037392480903,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
14,13,0.1386,0.06547058823529413,0.7273333333333334,0.6056666666666667,0.10199999999999998,0.16216666666666668,0.44499999999999995,0.47555555555555556,0.244,-1.358678,0.22,0.0818077711293966,0.123,0.09067976424244757,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
69,68,0.154,0.021823529411764707,0.8173703703703705,0.6338333333333334,0.4255294117647059,0.13866666666666666,0.5374999999999999,0.23777777777777778,0.122,-1.341517,0.22493955742655278,0.17751703295774837,0.21151612903225808,0.12990562655812055,0.25,0.5,2.2158677254930215,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
1,0,0.5544,0.28370588235294114,0.7065555555555556,0.6901666666666667,0.36670588235294116,0.3345,0.7224999999999999,0.535,0.305,-1.393,0.22,0.20607165398351002,0.12932258064516128,0.1507818135630208,0.25,0.5,1.0697396898147833,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
34,33,0.24639999999999998,0.06547058823529413,0.6165185185185186,0.7183333333333333,0.30788235294117644,0.20133333333333334,0.9075,0.535,0.305,-1.393,0.22521005349020307,0.19526629164822434,0.16093548387096773,0.1655373758320553,0.25,0.5,1.847890940198427,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
36,35,0.23099999999999998,0.06547058823529413,0.7065555555555556,0.5775,0.2196470588235294,0.18566666666666665,0.7224999999999999,0.41611111111111115,0.2745,-1.358678,0.22,0.08790548201297044,0.123,0.11949026519205053,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
81,80,0.12319999999999999,0.06547058823529413,0.671925925925926,0.6338333333333334,0.27847058823529414,0.25616666666666665,0.5374999999999999,0.47555555555555556,0.2745,-1.358678,0.22,0.08506391247080422,0.123,0.1107194426738714,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
114,113,0.030799999999999998,0.0,0.7896666666666667,0.493,0.10199999999999998,0.16216666666666668,0.3524999999999999,0.3566666666666667,0.2135,-1.393,0.22,0.07932368898448042,0.123,0.07964099195776692,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
52,51,0.38499999999999995,0.15276470588235294,0.6580740740740741,0.6619999999999999,0.45494117647058824,0.22483333333333333,0.815,0.535,0.305,-1.393,0.22249035288751481,0.20582913551338738,0.13564516129032259,0.17184400458822652,0.25,0.5,1.3707696854787645,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
16,15,0.2618,0.10911764705882353,0.7550370370370372,0.6056666666666667,0.2196470588235294,0.1465,0.6299999999999999,0.2972222222222223,0.305,-1.238551,0.22,0.08687476125769034,0.123,0.11094920209637119,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
110,109,0.10779999999999998,0.0,0.7550370370370372,0.5211666666666667,0.10199999999999998,0.2875,0.3524999999999999,0.2972222222222223,0.183,-1.341517,0.22,0.07976555475955871,0.123,0.07715993621965953,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
112,111,0.1386,0.043647058823529414,0.6234444444444445,0.5493333333333333,0.13141176470588234,0.13866666666666666,0.6299999999999999,0.0,0.0305,-1.393,0.22,0.08071460904580906,0.123,0.07736747312605698,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
45,44,0.308,0.13094117647058826,0.7827407407407407,0.7464999999999999,0.13141176470588234,0.1465,0.25999999999999995,0.41611111111111115,0.244,-1.375839,0.22,0.08163056674433622,0.123,0.08015034170512791,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
22,21,0.847,0.15276470588235294,0.5403333333333333,1.0,0.5431764705882353,0.3423333333333334,1.0,0.47555555555555556,0.2745,-1.375839,0.22,0.2266506777075521,0.12932258064516128,0.19694296794451252,0.25,0.5,1.0697396898147833,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
63,62,0.015399999999999999,0.0,0.7411851851851853,0.5493333333333333,0.10199999999999998,0.15433333333333332,0.44499999999999995,0.47555555555555556,0.2745,-1.375839,0.22,0.08014859983501338,0.123,0.08941849319412262,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
90,89,0.23099999999999998,0.043647058823529414,0.6303703703703705,0.5775,0.3961176470588235,0.31883333333333336,0.815,0.47555555555555556,0.244,-1.358678,0.22,0.09341963354382134,0.123,0.14633688587264831,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
58,57,0.21559999999999996,0.17458823529411766,0.8381481481481482,0.5211666666666667,0.10199999999999998,0.15433333333333332,0.25999999999999995,0.535,0.305,-1.393,0.22,0.08144852631740397,0.123,0.0826060744606209,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
48,47,0.3234,0.15276470588235294,0.6788518518518519,0.6338333333333334,0.19023529411764706,0.16999999999999998,0.5374999999999999,0.47555555555555556,0.2745,-1.393,0.22,0.08735170927351688,0.123,0.10813705501128958,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
31,30,0.4004,0.10911764705882353,0.5611111111111111,0.8028333333333333,0.4255294117647059,0.3501666666666666,0.9075,0.535,0.305,-1.393,0.22,0.20760201841309195,0.12932258064516128,0.1704168674298713,0.25,0.5,1.0697396898147833,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
86,85,0.10779999999999998,0.021823529411764707,0.8520000000000001,0.493,0.10199999999999998,0.16999999999999998,0.25999999999999995,0.535,0.1525,-1.393,0.22,0.07965901286786593,0.123,0.07716508888327206,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
38,37,0.2002,0.08729411764705883,0.7619629629629631,0.6338333333333334,0.13141176470588234,0.17783333333333334,0.25999999999999995,0.535,0.305,-1.393,0.22,0.08122469387593867,0.123,0.08207522091462417,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
56,55,0.7545999999999999,0.371,0.5611111111111111,0.7464999999999999,0.45494117647058824,0.20916666666666667,0.3524999999999999,0.23777777777777778,0.305,-1.393,0.22654747693869184,0.18761574782801632,0.1862258064516129,0.12647412955151638,0.25,0.5,2.0697396898147833,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
80,79,0.1848,0.021823529411764707,0.8104444444444445,0.5493333333333333,0.10199999999999998,0.18566666666666665,0.44499999999999995,0.3566666666666667,0.2745,-1.375839,0.22,0.08176952678814185,0.123,0.08641799844138395,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
75,74,0.015399999999999999,0.0,0.7965925925925927,0.493,0.13141176470588234,0.15433333333333332,0.25999999999999995,0.2972222222222223,0.2135,-1.341517,0.22,0.07891111795639094,0.123,0.07520071818756346,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
67,66,0.2618,0.06547058823529413,0.5957407407407408,0.6338333333333334,0.24905882352941175,0.217,0.815,0.535,0.305,-1.393,0.22,0.09209425956999501,0.123,0.13797743246315358,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
42,41,0.38499999999999995,0.13094117647058826,0.6857777777777778,0.7183333333333333,0.36670588235294116,0.20916666666666667,0.6299999999999999,0.535,0.305,-1.393,0.22826685406877537,0.19143323185602254,0.17990322580645163,0.1547779965168417,0.25,0.5,2.023982199254108,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
79,78,0.308,0.043647058823529414,0.7481111111111112,0.493,0.30788235294117644,0.15433333333333332,0.25999999999999995,0.0,0.0305,-1.393,0.22,0.0808786110901058,0.123,0.07505143191646241,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
96,95,0.061599999999999995,0.0,0.6165185185185186,0.6056666666666667,0.13141176470588234,0.2796666666666667,0.9075,0.3566666666666667,0.2135,-1.341517,0.22,0.08252690822583685,0.123,0.11047671572072619,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
105,104,0.0462,0.021823529411764707,0.7204074074074075,0.5493333333333333,0.13141176470588234,0.20133333333333334,0.3524999999999999,0.3566666666666667,0.2745,-1.375839,0.22,0.07993403321849445,0.123,0.08294887983195201,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
91,90,0.061599999999999995,0.043647058823529414,0.7896666666666667,0.5493333333333333,0.10199999999999998,0.15433333333333332,0.3524999999999999,0.535,0.305,-1.393,0.22,0.08061737471340036,0.123,0.08668754003198528,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
92,91,0.5389999999999999,0.24005882352941177,0.6580740740740741,0.8028333333333333,0.2196470588235294,0.32666666666666666,1.0,0.535,0.305,-1.393,0.22,0.20829184870981748,0.12932258064516128,0.16069376571895422,0.25,0.5,1.0697396898147833,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
93,92,0.030799999999999998,0.0,0.7273333333333334,0.5211666666666667,0.10199999999999998,0.1465,0.44499999999999995,0.0,0.0305,-1.324356,0.22,0.07850942646126646,0.123,0.06949881450915364,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
25,24,0.10779999999999998,0.06547058823529413,0.6372962962962964,0.5775,0.10199999999999998,0.1465,0.7224999999999999,0.535,0.305,-1.393,0.22,0.0846291979439663,0.123,0.11473297100121527,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
47,46,0.5389999999999999,0.24005882352941177,0.5888148148148149,0.8873333333333333,0.30788235294117644,0.16999999999999998,0.9075,0.41611111111111115,0.244,-1.358678,0.22,0.2071456766541453,0.12932258064516128,0.15674374346852374,0.25,0.5,1.0697396898147833,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
46,45,0.4311999999999999,0.10911764705882353,0.6511481481481483,0.6056666666666667,0.4255294117647059,0.15433333333333332,0.9075,0.2972222222222223,0.244,-1.375839,0.2222409525652362,0.20329608590530346,0.13564516129032259,0.16052459855596551,0.25,0.5,1.3707696854787645,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
37,36,0.308,0.13094117647058826,0.6234444444444445,0.6619999999999999,0.30788235294117644,0.358,0.44499999999999995,0.47555555555555556,0.2745,-1.375839,0.22,0.08677027764746496,0.123,0.10560120795654655,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
88,87,0.015399999999999999,0.0,0.7827407407407407,0.493,0.10199999999999998,0.20133333333333334,0.25999999999999995,0.0,0.0305,-1.307195,0.22,0.0781925577118855,0.123,0.06636536255488426,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
118,117,0.0,0.0,0.8520000000000001,0.493,0.10199999999999998,0.123,0.25999999999999995,0.0,0.0305,-1.393,0.22,0.07808849068607925,0.123,0.06637739683468749,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
74,73,0.030799999999999998,0.021823529411764707,0.8104444444444445,0.493,0.10199999999999998,0.13866666666666666,0.25999999999999995,0.2972222222222223,0.183,-1.324356,0.22,0.07887802903922958,0.123,0.0740445344500236,0.25,0.5,-Infinity,0.464,0.348,0.187,0.374,0.474,0.188,0.449,0.453,0.231,0.221,0.25,341.0
